Date,FED RATE,US(10)BOND,Change %_x,Exchange Rate,Change %_y,CH(10)BOND,Change %_x,CH(1)BOND,Change %_y, S&P Stock,CH(1) BOND,Shanghai Stock,Change %,PPI,CPI,TRADE BALANCE,DEBT
13-Feb-12,0.12,1.978,-0.30%,6.2976,-0.03%,3.53,0.86%,2.95,1.72%,1351.77,0.15,2351.85,-0.01%,201.6,96.05,-21619.8,1155.2
14-Feb-12,0.12,1.938,-2.02%,6.2995,0.03%,3.55,0.57%,2.91,-1.36%,1350.5,0.18,2344.77,-0.30%,201.6,96.05,-21619.8,1155.2
15-Feb-12,0.12,1.933,-0.26%,6.3002,0.01%,3.6,1.41%,3,3.09%,1343.23,0.18,2366.70,0.94%,201.6,96.05,-21619.8,1155.2
16-Feb-12,0.11,1.984,2.64%,6.3017,0.02%,3.53,-1.94%,2.97,-1.00%,1358.04,0.17,2356.86,-0.42%,201.6,96.05,-21619.8,1155.2
17-Feb-12,0.09,2,0.81%,6.2988,-0.05%,3.518,-0.34%,2.917,-1.78%,1361.23,0.18,2357.18,0.01%,201.6,96.05,-21619.8,1155.2
21-Feb-12,0.1,2.061,1.14%,6.2965,-0.08%,3.53,-0.28%,2.97,2.06%,1362.21,0.17,2381.43,0.75%,201.6,96.05,-21619.8,1155.2
22-Feb-12,0.08,2.002,-2.86%,6.297,0.01%,3.54,0.28%,2.96,-0.34%,1357.66,0.17,2403.59,0.93%,201.6,96.05,-21619.8,1155.2
23-Feb-12,0.08,1.996,-0.30%,6.299,0.03%,3.54,0.00%,2.95,-0.34%,1363.46,0.17,2409.55,0.25%,201.6,96.05,-21619.8,1155.2
24-Feb-12,0.09,1.977,-0.95%,6.2978,-0.02%,3.5,-1.13%,2.94,-0.34%,1365.74,0.18,2439.63,1.25%,201.6,96.05,-21619.8,1155.2
27-Feb-12,0.1,1.925,-2.63%,6.3016,0.06%,3.54,1.14%,2.95,0.34%,1367.59,0.17,2447.06,0.30%,201.6,96.05,-21619.8,1155.2
28-Feb-12,0.1,1.941,0.83%,6.2991,-0.04%,3.55,0.28%,3.05,3.39%,1372.18,0.18,2451.86,0.20%,201.6,96.05,-21619.8,1155.2
29-Feb-12,0.1,1.974,1.70%,6.2938,-0.08%,3.55,0.00%,2.96,-2.95%,1365.68,0.18,2428.49,-0.95%,201.6,96.05,-21619.8,1155.2
12-Mar-12,0.12,2.037,0.34%,6.3263,0.25%,3.52,-0.34%,2.94,-0.37%,1371.09,0.18,2434.86,-0.19%,204.2,96.78,-24548.1,1144
13-Mar-12,0.12,2.126,4.37%,6.327,0.01%,3.55,0.85%,2.86,-2.72%,1395.95,0.2,2455.79,0.86%,204.2,96.78,-24548.1,1144
14-Mar-12,0.13,2.274,6.96%,6.3321,0.08%,3.54,-0.28%,2.87,0.35%,1394.28,0.21,2391.23,-2.63%,204.2,96.78,-24548.1,1144
15-Mar-12,0.14,2.279,0.22%,6.3289,-0.05%,3.54,0.00%,2.87,0.00%,1402.6,0.21,2373.77,-0.73%,204.2,96.78,-24548.1,1144
16-Mar-12,0.15,2.298,0.83%,6.323,-0.09%,3.52,-0.56%,2.85,-0.70%,1404.17,0.21,2404.74,1.30%,204.2,96.78,-24548.1,1144
19-Mar-12,0.15,2.375,3.35%,6.3226,-0.01%,3.56,1.14%,2.86,0.35%,1409.75,0.21,2410.18,0.23%,204.2,96.78,-24548.1,1144
20-Mar-12,0.15,2.363,-0.51%,6.3243,0.03%,3.56,0.00%,2.88,0.70%,1405.52,0.22,2376.84,-1.38%,204.2,96.78,-24548.1,1144
21-Mar-12,0.15,2.296,-2.84%,6.3228,-0.02%,3.55,-0.28%,2.86,-0.69%,1402.89,0.21,2378.20,0.06%,204.2,96.78,-24548.1,1144
22-Mar-12,0.14,2.282,-0.61%,6.2997,-0.37%,3.56,0.28%,2.97,3.85%,1392.78,0.19,2375.77,-0.10%,204.2,96.78,-24548.1,1144
23-Mar-12,0.14,2.233,-2.15%,6.3061,0.10%,3.55,-0.28%,2.86,-3.70%,1397.11,0.19,2349.54,-1.10%,204.2,96.78,-24548.1,1144
26-Mar-12,0.14,2.253,0.90%,6.3151,0.14%,3.54,-0.28%,2.87,0.35%,1416.51,0.19,2350.60,0.05%,204.2,96.78,-24548.1,1144
27-Mar-12,0.14,2.187,-2.93%,6.3065,-0.14%,3.55,0.28%,2.88,0.35%,1412.52,0.18,2347.18,-0.15%,204.2,96.78,-24548.1,1144
28-Mar-12,0.13,2.201,0.64%,6.3053,-0.02%,3.55,0.00%,2.88,0.00%,1405.54,0.18,2284.88,-2.65%,204.2,96.78,-24548.1,1144
29-Mar-12,0.13,2.159,-1.91%,6.3058,0.01%,3.53,-0.56%,2.86,-0.69%,1403.28,0.18,2252.16,-1.43%,204.2,96.78,-24548.1,1144
30-Mar-12,0.09,2.214,2.55%,6.298,-0.12%,3.55,0.57%,2.87,0.35%,1408.47,0.19,2262.79,0.47%,204.2,96.78,-24548.1,1144
10-Apr-12,0.15,1.986,-2.98%,6.311,0.03%,3.55,0.00%,2.75,0.00%,1358.59,0.19,2305.86,0.88%,203.7,97.08,-25977.7,1164.4
11-Apr-12,0.16,2.037,2.57%,6.309,-0.03%,3.55,0.00%,2.8,1.82%,1368.71,0.18,2308.92,0.13%,203.7,97.08,-25977.7,1164.4
12-Apr-12,0.15,2.056,0.93%,6.3073,-0.03%,3.55,0.00%,2.87,2.50%,1387.57,0.18,2350.86,1.82%,203.7,97.08,-25977.7,1164.4
13-Apr-12,0.15,1.989,-3.26%,6.3035,-0.06%,3.55,0.00%,2.86,-0.35%,1370.26,0.17,2359.16,0.35%,203.7,97.08,-25977.7,1164.4
16-Apr-12,0.15,1.982,-0.35%,6.3157,0.19%,3.55,0.00%,2.85,-0.35%,1369.57,0.18,2357.03,-0.09%,203.7,97.08,-25977.7,1164.4
17-Apr-12,0.16,1.996,0.71%,6.3022,-0.21%,3.55,0.00%,2.9,1.75%,1390.78,0.18,2334.98,-0.94%,203.7,97.08,-25977.7,1164.4
18-Apr-12,0.15,1.975,-1.05%,6.304,0.03%,3.54,-0.28%,2.87,-1.03%,1385.14,0.18,2380.85,1.96%,203.7,97.08,-25977.7,1164.4
19-Apr-12,0.13,1.968,-0.35%,6.3039,0.00%,3.54,0.00%,2.87,0.00%,1376.92,0.17,2378.63,-0.09%,203.7,97.08,-25977.7,1164.4
20-Apr-12,0.12,1.959,-0.46%,6.3086,0.07%,3.52,-0.56%,2.84,-1.05%,1378.53,0.18,2406.86,1.19%,203.7,97.08,-25977.7,1164.4
23-Apr-12,0.13,1.94,-0.97%,6.3088,0.00%,3.54,0.57%,2.85,0.35%,1366.94,0.17,2388.59,-0.76%,203.7,97.08,-25977.7,1164.4
24-Apr-12,0.14,1.974,1.75%,6.3074,-0.02%,3.52,-0.56%,2.84,-0.35%,1371.97,0.18,2388.83,0.01%,203.7,97.08,-25977.7,1164.4
25-Apr-12,0.15,1.988,0.71%,6.305,-0.04%,3.53,0.28%,2.86,0.70%,1390.69,0.18,2406.81,0.75%,203.7,97.08,-25977.7,1164.4
26-Apr-12,0.14,1.947,-2.06%,6.3057,0.01%,3.58,1.42%,2.86,0.00%,1399.98,0.18,2404.70,-0.09%,203.7,97.08,-25977.7,1164.4
27-Apr-12,0.13,1.937,-0.51%,6.3099,0.07%,3.55,-0.84%,2.82,-1.40%,1403.36,0.19,2396.32,-0.35%,203.7,97.08,-25977.7,1164.4
10-May-12,0.15,1.874,2.63%,6.3143,0.07%,3.58,1.70%,2.85,0.00%,1357.99,0.18,2410.23,0.07%,201.9,96.96,-27471.2,1164
11-May-12,0.15,1.841,-1.76%,6.3102,-0.06%,3.52,-1.68%,2.85,0.00%,1353.39,0.18,2394.98,-0.63%,201.9,96.96,-27471.2,1164
14-May-12,0.16,1.769,-3.91%,6.3213,0.18%,3.53,0.28%,2.67,-6.32%,1338.35,0.19,2380.73,-0.59%,201.9,96.96,-27471.2,1164
15-May-12,0.16,1.77,0.06%,6.3179,-0.05%,3.53,0.00%,2.4,-10.11%,1330.66,0.19,2374.84,-0.25%,201.9,96.96,-27471.2,1164
16-May-12,0.16,1.759,-0.62%,6.3224,0.07%,3.535,0.14%,2.34,-2.50%,1324.8,0.2,2346.19,-1.21%,201.9,96.96,-27471.2,1164
17-May-12,0.16,1.69,-3.92%,6.326,0.06%,3.4,-3.82%,2.3,-1.71%,1304.86,0.2,2378.89,1.39%,201.9,96.96,-27471.2,1164
18-May-12,0.16,1.723,1.95%,6.3283,0.04%,3.43,0.88%,2.34,1.74%,1295.22,0.2,2344.52,-1.44%,201.9,96.96,-27471.2,1164
21-May-12,0.16,1.743,1.16%,6.328,0.00%,3.47,1.17%,2.84,21.37%,1315.99,0.21,2348.30,0.16%,201.9,96.96,-27471.2,1164
22-May-12,0.16,1.777,1.95%,6.323,-0.08%,3.4,-2.02%,2.3,-19.01%,1316.63,0.21,2373.31,1.07%,201.9,96.96,-27471.2,1164
23-May-12,0.15,1.733,-2.48%,6.3348,0.19%,3.44,1.18%,2.34,1.74%,1318.86,0.2,2363.44,-0.42%,201.9,96.96,-27471.2,1164
24-May-12,0.15,1.783,2.89%,6.3448,0.16%,3.44,0.00%,2.3,-1.71%,1320.68,0.21,2350.97,-0.53%,201.9,96.96,-27471.2,1164
25-May-12,0.15,1.746,-2.08%,6.3441,-0.01%,3.44,0.00%,2.3,0.00%,1317.82,0.2,2333.55,-0.74%,201.9,96.96,-27471.2,1164
29-May-12,0.16,1.748,0.20%,6.3483,0.05%,3.41,0.00%,2.3,0.00%,1332.42,0.2,2389.64,1.20%,201.9,96.96,-27471.2,1164
30-May-12,0.16,1.619,-7.38%,6.3579,0.15%,3.4,-0.29%,2.3,0.00%,1313.32,0.19,2384.67,-0.21%,201.9,96.96,-27471.2,1164
31-May-12,0.16,1.563,-3.46%,6.3688,0.17%,3.5,2.94%,2.4,4.35%,1310.33,0.18,2372.23,-0.52%,201.9,96.96,-27471.2,1164
11-Jun-12,0.17,1.586,-2.82%,6.3692,-0.02%,3.38,1.81%,2.26,7.11%,1308.93,0.18,2305.86,1.07%,199.8,96.82,-29415.7,1147
12-Jun-12,0.16,1.664,4.92%,6.3705,0.02%,3.35,-0.89%,2.2,-2.65%,1324.18,0.19,2289.79,-0.70%,199.8,96.82,-29415.7,1147
13-Jun-12,0.17,1.599,-3.91%,6.369,-0.02%,3.4,1.49%,2.3,4.55%,1314.88,0.18,2318.92,1.27%,199.8,96.82,-29415.7,1147
14-Jun-12,0.17,1.642,2.69%,6.3705,0.02%,3.4,0.00%,2.3,0.00%,1329.1,0.18,2295.95,-0.99%,199.8,96.82,-29415.7,1147
15-Jun-12,0.18,1.586,-3.41%,6.3656,-0.08%,3.4,0.00%,2.2,-4.35%,1342.84,0.18,2306.85,0.47%,199.8,96.82,-29415.7,1147
18-Jun-12,0.17,1.574,-0.76%,6.3573,-0.13%,3.32,-2.35%,2.19,-0.45%,1344.78,0.18,2316.05,0.40%,199.8,96.82,-29415.7,1147
19-Jun-12,0.17,1.62,2.92%,6.3546,-0.04%,3.42,3.01%,2.25,2.74%,1357.98,0.18,2300.80,-0.66%,199.8,96.82,-29415.7,1147
20-Jun-12,0.16,1.65,1.85%,6.3598,0.08%,3.43,0.29%,2.19,-2.67%,1355.69,0.2,2292.88,-0.34%,199.8,96.82,-29415.7,1147
21-Jun-12,0.17,1.62,-1.82%,6.3649,0.08%,3.5,2.04%,2.23,1.83%,1325.51,0.19,2260.88,-1.40%,199.8,96.82,-29415.7,1147
25-Jun-12,0.17,1.604,-4.30%,6.3634,-0.02%,3.38,-3.43%,2.19,-1.79%,1313.72,0.19,2224.11,-1.63%,199.8,96.82,-29415.7,1147
26-Jun-12,0.16,1.628,1.50%,6.3629,-0.01%,3.4,0.59%,2.26,3.20%,1319.99,0.21,2222.07,-0.09%,199.8,96.82,-29415.7,1147
27-Jun-12,0.15,1.621,-0.43%,6.3569,-0.09%,3.33,-2.06%,2.34,3.54%,1331.85,0.21,2216.93,-0.23%,199.8,96.82,-29415.7,1147
28-Jun-12,0.15,1.584,-2.28%,6.3575,0.01%,3.33,0.00%,2.33,-0.43%,1329.04,0.22,2195.84,-0.95%,199.8,96.82,-29415.7,1147
29-Jun-12,0.09,1.643,3.72%,6.3537,-0.06%,3.37,1.20%,2.3,-1.29%,1362.16,0.21,2225.43,1.35%,199.8,96.82,-29415.7,1147
10-Jul-12,0.17,1.502,-0.73%,6.3659,-0.09%,3.265,-2.54%,2.2,-2.22%,1341.47,0.2,2164.44,-0.29%,200.1,96.66,-28667.3,1160
11-Jul-12,0.17,1.515,0.87%,6.3684,0.04%,3.26,-0.15%,2.29,4.09%,1341.45,0.2,2175.38,0.51%,200.1,96.66,-28667.3,1160
12-Jul-12,0.18,1.478,-2.44%,6.3735,0.08%,3.26,0.00%,2.2,-3.93%,1334.76,0.2,2185.49,0.46%,200.1,96.66,-28667.3,1160
13-Jul-12,0.19,1.491,0.88%,6.3792,0.09%,3.28,0.61%,2.29,4.09%,1356.78,0.2,2185.89,0.02%,200.1,96.66,-28667.3,1160
16-Jul-12,0.18,1.471,-1.34%,6.3786,-0.01%,3.29,0.30%,2.2,-3.93%,1353.64,0.18,2147.96,-1.74%,200.1,96.66,-28667.3,1160
17-Jul-12,0.17,1.508,2.52%,6.3728,-0.09%,3.27,-0.61%,2.25,2.27%,1363.67,0.18,2161.19,0.62%,200.1,96.66,-28667.3,1160
18-Jul-12,0.16,1.494,-0.93%,6.3694,-0.05%,3.3,0.92%,2.3,2.22%,1372.78,0.18,2169.10,0.37%,200.1,96.66,-28667.3,1160
19-Jul-12,0.13,1.511,1.14%,6.3729,0.05%,3.25,-1.52%,2.2,-4.35%,1376.51,0.17,2184.84,0.73%,200.1,96.66,-28667.3,1160
20-Jul-12,0.13,1.458,-3.51%,6.3737,0.01%,3.28,0.92%,2.15,-2.27%,1362.66,0.17,2168.64,-0.74%,200.1,96.66,-28667.3,1160
23-Jul-12,0.14,1.438,-1.37%,6.3861,0.19%,3.28,0.00%,2.15,0.00%,1350.52,0.17,2141.40,-1.26%,200.1,96.66,-28667.3,1160
24-Jul-12,0.15,1.391,-3.27%,6.386,0.00%,3.26,-0.61%,2.2,2.33%,1338.31,0.18,2146.59,0.24%,200.1,96.66,-28667.3,1160
25-Jul-12,0.15,1.397,0.43%,6.3885,0.04%,3.29,0.92%,2.2,0.00%,1337.89,0.17,2136.15,-0.49%,200.1,96.66,-28667.3,1160
26-Jul-12,0.14,1.438,2.93%,6.3842,-0.07%,3.32,0.91%,2.2,0.00%,1360.02,0.18,2126.00,-0.48%,200.1,96.66,-28667.3,1160
27-Jul-12,0.14,1.545,7.44%,6.3809,-0.05%,3.28,-1.20%,2.2,0.00%,1385.97,0.17,2128.76,0.13%,200.1,96.66,-28667.3,1160
30-Jul-12,0.14,1.5,-2.91%,6.3795,-0.02%,3.28,0.00%,2.25,2.27%,1385.3,0.18,2109.91,-0.89%,200.1,96.66,-28667.3,1160
31-Jul-12,0.13,1.47,-2.00%,6.362,-0.27%,3.33,1.52%,2.34,4.00%,1379.32,0.16,2103.63,-0.30%,200.1,96.66,-28667.3,1160
10-Aug-12,0.13,1.659,-2.12%,6.3604,0.02%,3.33,-0.89%,2.37,-3.66%,1405.87,0.18,2168.81,-0.24%,202.7,97.20,-2987.6,1155.2
13-Aug-12,0.13,1.666,0.42%,6.3617,0.02%,3.31,-0.60%,2.42,2.11%,1404.11,0.19,2136.08,-1.51%,202.7,97.20,-2987.6,1155.2
14-Aug-12,0.13,1.733,4.02%,6.3588,-0.05%,3.33,0.60%,2.43,0.41%,1403.93,0.19,2142.52,0.30%,202.7,97.20,-2987.6,1155.2
15-Aug-12,0.13,1.817,4.85%,6.3622,0.05%,3.34,0.30%,2.45,0.82%,1405.53,0.19,2118.94,-1.10%,202.7,97.20,-2987.6,1155.2
16-Aug-12,0.13,1.835,0.99%,6.3659,0.06%,3.39,1.50%,2.47,0.82%,1415.51,0.2,2112.20,-0.32%,202.7,97.20,-2987.6,1155.2
17-Aug-12,0.13,1.814,-1.14%,6.3583,-0.12%,3.38,-0.29%,2.5,1.21%,1418.16,0.2,2114.89,0.13%,202.7,97.20,-2987.6,1155.2
20-Aug-12,0.13,1.81,-0.22%,6.3593,0.02%,3.38,0.00%,2.5,0.00%,1418.13,0.19,2106.96,-0.37%,202.7,97.20,-2987.6,1155.2
21-Aug-12,0.13,1.802,-0.44%,6.356,-0.05%,3.35,-0.89%,2.55,2.00%,1413.17,0.2,2118.27,0.54%,202.7,97.20,-2987.6,1155.2
22-Aug-12,0.13,1.695,-5.94%,6.3516,-0.07%,3.35,0.00%,2.6,1.96%,1413.49,0.19,2107.71,-0.50%,202.7,97.20,-2987.6,1155.2
23-Aug-12,0.13,1.675,-1.18%,6.3538,0.03%,3.39,1.19%,2.68,3.08%,1402.08,0.19,2113.07,0.25%,202.7,97.20,-2987.6,1155.2
24-Aug-12,0.13,1.687,0.72%,6.3547,0.01%,3.35,-1.18%,2.59,-3.36%,1411.13,0.19,2092.10,-0.99%,202.7,97.20,-2987.6,1155.2
27-Aug-12,0.13,1.652,-2.07%,6.3568,0.03%,3.37,0.60%,2.65,2.32%,1410.44,0.18,2055.71,-1.74%,202.7,97.20,-2987.6,1155.2
28-Aug-12,0.13,1.637,-0.91%,6.353,-0.06%,3.35,-0.59%,2.67,0.75%,1409.3,0.18,2073.15,0.85%,202.7,97.20,-2987.6,1155.2
29-Aug-12,0.13,1.652,0.92%,6.3514,-0.03%,3.349,-0.03%,2.75,3.00%,1410.49,0.18,2053.23,-0.96%,202.7,97.20,-2987.6,1155.2
30-Aug-12,0.14,1.628,-1.45%,6.3498,-0.03%,3.41,1.82%,2.68,-2.55%,1399.48,0.17,2052.58,-0.03%,202.7,97.20,-2987.6,1155.2
31-Aug-12,0.13,1.548,-4.91%,6.3485,-0.02%,3.45,1.17%,2.7,0.75%,1406.58,0.16,2047.52,-0.25%,202.7,97.20,-2987.6,1155.2
10-Sep-12,0.15,1.654,-0.84%,6.3379,-0.08%,3.48,3.88%,2.65,0.38%,1429.08,0.18,2134.89,0.34%,204.4,97.63,-29432.7,1153.6
11-Sep-12,0.15,1.7,2.78%,6.3351,-0.04%,3.47,-0.29%,2.65,0.00%,1433.56,0.18,2120.55,-0.67%,204.4,97.63,-29432.7,1153.6
12-Sep-12,0.15,1.758,3.41%,6.3266,-0.13%,3.52,1.44%,2.7,1.89%,1436.56,0.18,2126.55,0.28%,204.4,97.63,-29432.7,1153.6
13-Sep-12,0.15,1.721,-2.10%,6.3297,0.05%,3.54,0.57%,2.71,0.37%,1459.99,0.17,2110.38,-0.76%,204.4,97.63,-29432.7,1153.6
14-Sep-12,0.16,1.869,8.60%,6.3149,-0.23%,3.58,1.13%,2.75,1.48%,1465.77,0.18,2123.85,0.64%,204.4,97.63,-29432.7,1153.6
17-Sep-12,0.16,1.843,-1.39%,6.3175,0.04%,3.26,-8.94%,2.79,1.45%,1461.19,0.18,2078.50,-2.14%,204.4,97.63,-29432.7,1153.6
18-Sep-12,0.16,1.812,-1.68%,6.3189,0.02%,3.53,8.28%,2.7,-3.23%,1459.32,0.18,2059.54,-0.91%,204.4,97.63,-29432.7,1153.6
19-Sep-12,0.15,1.774,-2.10%,6.3093,-0.15%,3.46,-1.98%,2.7,0.00%,1461.05,0.18,2067.83,0.40%,204.4,97.63,-29432.7,1153.6
20-Sep-12,0.16,1.765,-0.51%,6.3038,-0.09%,3.5,1.16%,2.7,0.00%,1460.26,0.18,2024.84,-2.08%,204.4,97.63,-29432.7,1153.6
21-Sep-12,0.15,1.754,-0.62%,6.3053,0.02%,3.52,0.57%,2.82,4.44%,1460.15,0.18,2026.69,0.09%,204.4,97.63,-29432.7,1153.6
24-Sep-12,0.16,1.715,-2.22%,6.3093,0.06%,3.52,0.00%,2.9,2.84%,1456.89,0.18,2033.19,0.32%,204.4,97.63,-29432.7,1153.6
25-Sep-12,0.15,1.671,-2.57%,6.3062,-0.05%,3.54,0.57%,2.92,0.69%,1441.59,0.18,2029.29,-0.19%,204.4,97.63,-29432.7,1153.6
26-Sep-12,0.15,1.609,-3.71%,6.302,-0.07%,3.48,-1.69%,2.8,-4.11%,1433.32,0.17,2004.17,-1.24%,204.4,97.63,-29432.7,1153.6
27-Sep-12,0.14,1.656,2.92%,6.3023,0.00%,3.54,1.72%,2.82,0.71%,1447.15,0.16,2056.32,2.60%,204.4,97.63,-29432.7,1153.6
28-Sep-12,0.09,1.633,-1.39%,6.2845,-0.28%,3.5,-1.13%,2.9,2.84%,1440.67,0.17,2086.17,1.45%,204.4,97.63,-29432.7,1153.6
10-Oct-12,0.16,1.68,-1.93%,6.2833,-0.07%,3.5,0.00%,2.8,-0.71%,1432.56,0.18,2119.94,0.22%,203.5,97.60,-28955.9,1169.9
11-Oct-12,0.16,1.668,-0.71%,6.277,-0.10%,3.51,0.29%,2.8,0.00%,1432.84,0.18,2102.87,-0.81%,203.5,97.60,-28955.9,1169.9
12-Oct-12,0.16,1.656,-0.72%,6.2672,-0.16%,3.5,-0.28%,2.81,0.36%,1428.59,0.18,2104.93,0.10%,203.5,97.60,-28955.9,1169.9
15-Oct-12,0.16,1.668,0.72%,6.2704,0.05%,3.49,-0.29%,2.8,-0.36%,1440.13,0.19,2098.70,-0.30%,203.5,97.60,-28955.9,1169.9
16-Oct-12,0.16,1.722,3.24%,6.2638,-0.11%,3.48,-0.29%,2.8,0.00%,1454.92,0.18,2098.81,0.01%,203.5,97.60,-28955.9,1169.9
17-Oct-12,0.15,1.822,5.81%,6.2545,-0.15%,3.51,0.86%,2.8,0.00%,1460.91,0.18,2105.62,0.32%,203.5,97.60,-28955.9,1169.9
18-Oct-12,0.15,1.831,0.49%,6.2503,-0.07%,3.5,-0.28%,2.8,0.00%,1457.34,0.18,2131.69,1.24%,203.5,97.60,-28955.9,1169.9
19-Oct-12,0.16,1.766,-3.55%,6.2538,0.06%,3.5,0.00%,2.78,-0.71%,1433.19,0.18,2128.30,-0.16%,203.5,97.60,-28955.9,1169.9
22-Oct-12,0.15,1.815,2.77%,6.2546,0.01%,3.54,1.14%,2.85,2.52%,1433.82,0.19,2132.76,0.21%,203.5,97.60,-28955.9,1169.9
23-Oct-12,0.15,1.761,-2.98%,6.2479,-0.11%,3.54,0.00%,2.85,0.00%,1413.11,0.18,2114.45,-0.86%,203.5,97.60,-28955.9,1169.9
24-Oct-12,0.17,1.794,1.87%,6.248,0.00%,3.56,0.56%,2.94,3.16%,1408.75,0.18,2115.99,0.07%,203.5,97.60,-28955.9,1169.9
25-Oct-12,0.16,1.812,1.00%,6.2417,-0.10%,3.61,1.40%,3.01,2.38%,1412.97,0.19,2101.58,-0.68%,203.5,97.60,-28955.9,1169.9
26-Oct-12,0.16,1.749,-3.48%,6.2485,0.11%,3.58,-0.83%,3.02,0.33%,1411.94,0.19,2066.21,-1.68%,203.5,97.60,-28955.9,1169.9
31-Oct-12,0.18,1.694,-1.57%,6.2372,-0.05%,3.57,0.28%,2.93,-1.01%,1412.16,0.18,2068.88,0.32%,203.5,97.60,-28955.9,1169.9
13-Nov-12,0.16,1.595,-1.12%,6.226,-0.05%,3.445,-4.57%,2.93,-1.35%,1374.53,0.18,2047.89,-1.51%,201.8,97.13,-24548.9,1183.1
14-Nov-12,0.16,1.589,-0.38%,6.2252,-0.01%,3.57,3.63%,2.92,-0.34%,1355.49,0.18,2055.42,0.37%,201.8,97.13,-24548.9,1183.1
15-Nov-12,0.16,1.595,0.38%,6.2332,0.13%,3.53,-1.12%,2.94,0.68%,1353.33,0.17,2030.29,-1.22%,201.8,97.13,-24548.9,1183.1
16-Nov-12,0.16,1.584,-0.69%,6.2356,0.04%,3.6,1.98%,2.95,0.34%,1359.88,0.16,2014.72,-0.77%,201.8,97.13,-24548.9,1183.1
19-Nov-12,0.16,1.613,1.83%,6.2345,-0.02%,3.56,-1.11%,2.91,-1.36%,1386.89,0.16,2016.98,0.11%,201.8,97.13,-24548.9,1183.1
20-Nov-12,0.16,1.668,3.41%,6.2326,-0.03%,3.53,-0.84%,2.88,-1.03%,1387.81,0.16,2008.92,-0.40%,201.8,97.13,-24548.9,1183.1
21-Nov-12,0.16,1.68,0.72%,6.2304,-0.04%,3.5,-0.85%,2.94,2.08%,1391.03,0.17,2030.32,1.07%,201.8,97.13,-24548.9,1183.1
23-Nov-12,0.16,1.693,0.77%,6.2287,0.00%,3.51,-1.40%,2.95,3.15%,1409.15,0.19,2027.38,0.58%,201.8,97.13,-24548.9,1183.1
26-Nov-12,0.16,1.666,-1.59%,6.2255,-0.05%,3.5,-0.28%,2.8,-5.08%,1406.29,0.17,2017.46,-0.49%,201.8,97.13,-24548.9,1183.1
27-Nov-12,0.16,1.639,-1.62%,6.2223,-0.05%,3.57,2.00%,2.92,4.29%,1398.94,0.18,1991.17,-1.30%,201.8,97.13,-24548.9,1183.1
28-Nov-12,0.16,1.633,-0.37%,6.2274,0.08%,3.56,-0.28%,2.95,1.03%,1409.93,0.18,1973.52,-0.89%,201.8,97.13,-24548.9,1183.1
29-Nov-12,0.16,1.62,-0.80%,6.2282,0.01%,3.6,1.12%,2.95,0.00%,1415.95,0.18,1963.49,-0.51%,201.8,97.13,-24548.9,1183.1
30-Nov-12,0.16,1.616,-0.25%,6.2267,-0.02%,3.572,-0.78%,2.88,-2.37%,1416.18,0.18,1980.12,0.85%,201.8,97.13,-24548.9,1183.1
10-Dec-12,0.16,1.618,-0.31%,6.2464,0.26%,3.55,-1.39%,2.9,-1.69%,1418.55,0.18,2083.77,1.07%,201.5,96.87,-27810.7,1220.4
11-Dec-12,0.17,1.656,2.35%,6.2465,0.00%,3.57,0.56%,2.9,0.00%,1427.84,0.16,2074.70,-0.44%,201.5,96.87,-27810.7,1220.4
12-Dec-12,0.17,1.702,2.78%,6.2513,0.08%,3.57,0.00%,2.9,0.00%,1428.48,0.14,2082.73,0.39%,201.5,96.87,-27810.7,1220.4
13-Dec-12,0.16,1.732,1.76%,6.2322,-0.31%,3.6,0.84%,2.95,1.72%,1419.45,0.14,2061.48,-1.02%,201.5,96.87,-27810.7,1220.4
14-Dec-12,0.17,1.704,-1.62%,6.2415,0.15%,3.5,-2.78%,2.8,-5.08%,1413.58,0.13,2150.63,4.32%,201.5,96.87,-27810.7,1220.4
17-Dec-12,0.16,1.773,4.05%,6.2368,-0.08%,3.6,2.86%,2.88,2.86%,1430.36,0.13,2160.34,0.45%,201.5,96.87,-27810.7,1220.4
18-Dec-12,0.17,1.821,2.71%,6.2324,-0.07%,3.58,-0.56%,2.86,-0.69%,1446.79,0.16,2162.46,0.10%,201.5,96.87,-27810.7,1220.4
19-Dec-12,0.17,1.807,-0.77%,6.2303,-0.03%,3.58,0.00%,2.95,3.15%,1435.81,0.15,2162.24,-0.01%,201.5,96.87,-27810.7,1220.4
20-Dec-12,0.17,1.8,-0.39%,6.2302,0.00%,3.61,0.84%,2.95,0.00%,1443.69,0.15,2168.35,0.28%,201.5,96.87,-27810.7,1220.4
21-Dec-12,0.17,1.77,-1.67%,6.2286,-0.03%,3.62,0.28%,2.92,-1.02%,1430.15,0.15,2153.31,-0.69%,201.5,96.87,-27810.7,1220.4
24-Dec-12,0.18,1.776,0.34%,6.2336,0.08%,3.62,0.00%,2.92,0.00%,1426.66,0.16,2159.05,0.27%,201.5,96.87,-27810.7,1220.4
26-Dec-12,0.17,1.749,-1.52%,6.2353,0.02%,3.53,-1.53%,2.9,1.05%,1419.83,0.16,2219.13,0.25%,201.5,96.87,-27810.7,1220.4
27-Dec-12,0.17,1.734,-0.86%,6.236,0.01%,3.6,1.98%,2.95,1.72%,1418.1,0.15,2205.90,-0.60%,201.5,96.87,-27810.7,1220.4
